model,short,query_id,query_language,src_language,origin,patent,n_gold,n_gold_same,n_gold_cross,mrr_at_10,ndcg_at_10,first_gold_rank,first_cross_rank,mate_mrr,foreign_share_at_10,lang_entropy_at_10,recall_at_1,clir_at_1,molir_at_1,recall_at_5,clir_at_5,molir_at_5,recall_at_10,clir_at_10,molir_at_10,recall_at_20,clir_at_20,molir_at_20,recall_at_50,clir_at_50,molir_at_50,recall_at_100,clir_at_100,molir_at_100,mate_hit_1,mate_hit_5,mate_hit_10,mate_hit_20,mate_hit_50,mate_hit_100
sentence-transformers/LaBSE,LaBSE,EP-4634136-A1_en_q_es_125,es,en,synthetic,EP-4634136-A1,3,0,3,0.0,0.0,175.0,175.0,0.005714285714285714,0.7,1.5709505944546684,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
sentence-transformers/LaBSE,LaBSE,EP-4634136-A1_zh_q_zh,zh,zh,original,EP-4634136-A1,3,1,2,0.0,0.0,inf,inf,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sentence-transformers/LaBSE,LaBSE,EP-4634248-A1_en_q_en,en,en,original,EP-4634248-A1,3,1,2,0.0,0.0,753.0,753.0,0.0013280212483399733,0.6,1.360964047443681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sentence-transformers/LaBSE,LaBSE,EP-4634142-A1_en_q_es,es,en,synthetic,EP-4634142-A1,3,0,3,0.1,0.13565197343244778,10.0,10.0,0.1,0.9,1.5709505944546687,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,0.0,1.0,1.0,1.0,1.0
sentence-transformers/LaBSE,LaBSE,WO-2025214812-A1_de_q_es,es,de,synthetic,WO-2025214812-A1,3,0,3,0.0,0.0,34.0,34.0,0.029411764705882353,1.0,0.8812908992306927,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,1.0,1.0
sentence-transformers/LaBSE,LaBSE,EP-4633662-A1_en_q_de,de,en,synthetic,EP-4633662-A1,3,0,3,0.0,0.0,176.0,176.0,0.005681818181818182,1.0,0.4689955935892812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
sentence-transformers/LaBSE,LaBSE,WO-2025153617-A3_de_q_de,de,de,original,WO-2025153617-A3,3,1,2,0.25,0.20210734650054757,4.0,26.0,0.038461538461538464,0.3,0.8812908992306927,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0
sentence-transformers/LaBSE,LaBSE,EP-4634596-A1_en_q_en,en,en,original,EP-4634596-A1,3,1,2,1.0,0.46927872602275644,1.0,1.0,1.0,1.0,-0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sentence-transformers/LaBSE,LaBSE,EP-4634596-A1_en_q_de,de,en,synthetic,EP-4634596-A1,3,0,3,0.5,0.2960819109658652,2.0,2.0,0.5,0.6,0.9709505944546686,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,1.0,1.0,1.0,1.0,1.0
sentence-transformers/LaBSE,LaBSE,EP-4634596-A1_fr_q_fr,fr,fr,original,EP-4634596-A1,3,1,2,0.3333333333333333,0.23463936301137822,3.0,474.0,0.002109704641350211,0.6,1.360964047443681,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sentence-transformers/LaBSE,LaBSE,EP-4634596-A1_en_q_es_135,es,en,synthetic,EP-4634596-A1,3,0,3,0.0,0.0,27.0,27.0,0.037037037037037035,1.0,0.7219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,1.0,1.0
sentence-transformers/LaBSE,LaBSE,EP-4634596-A1_zh_q_zh,zh,zh,original,EP-4634596-A1,3,1,2,0.0,0.0,inf,inf,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633662-A1_en_q_en,en,en,original,EP-4633662-A1,3,1,2,0.0,0.0,inf,inf,0.0,0.3,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4630509-A1_fr_q_fr,fr,fr,original,EP-4630509-A1,3,1,2,0.14285714285714285,0.15642624200758548,7.0,inf,0.0,0.3,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634248-A1_en_q_es,es,en,synthetic,EP-4634248-A1,3,0,3,0.0,0.0,69.0,69.0,0.014492753623188406,0.9,1.5709505944546687,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634187-A1_en_q_es,es,en,synthetic,EP-4634187-A1,3,0,3,0.0,0.0,28.0,28.0,0.03571428571428571,0.7,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634142-A1_fr_q_fr,fr,fr,original,EP-4634142-A1,3,1,2,0.0,0.0,inf,inf,0.0,0.6,1.360964047443681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633768-A2_en_q_es,es,en,synthetic,EP-4633768-A2,3,0,3,0.0,0.0,140.0,140.0,0.007142857142857143,0.9,1.6854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633645-A1_fr_q_fr,fr,fr,original,EP-4633645-A1,3,1,2,0.0,0.0,129.0,inf,0.0,0.3,1.1567796494470395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633622-A2_en_q_de,de,en,synthetic,EP-4633622-A2,3,0,3,0.14285714285714285,0.15642624200758548,7.0,7.0,0.14285714285714285,1.0,1.295461844238322,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.0,0.0,1.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634601-A1_en_q_en,en,en,original,EP-4634601-A1,3,1,2,0.0,0.0,566.0,566.0,0.0017667844522968198,0.2,0.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4630626-A1_de_q_de,de,de,original,EP-4630626-A1,3,1,2,1.0,0.6105456988825855,1.0,9.0,0.1111111111111111,0.9,1.8464393446710154,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4630600-A1_de_q_en,en,de,synthetic,EP-4630600-A1,3,0,3,0.0,0.0,212.0,212.0,0.0047169811320754715,0.1,0.4689955935892812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633632-A1_en_q_es,es,en,synthetic,EP-4633632-A1,3,0,3,0.0,0.0,505.0,505.0,0.0019801980198019802,0.8,1.1567796494470395,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634136-A1_en_q_es,es,en,synthetic,EP-4634136-A1,3,0,3,0.0,0.0,400.0,400.0,0.0025,0.9,1.7609640474436812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634157-A1_en_q_de,de,en,synthetic,EP-4634157-A1,3,0,3,0.0,0.0,823.0,823.0,0.001215066828675577,0.9,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4630574-A1_de_q_en,en,de,synthetic,EP-4630574-A1,3,0,3,0.0,0.0,inf,inf,0.0,0.0,-0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634111-A1_en_q_de,de,en,synthetic,EP-4634111-A1,3,0,3,0.0,0.0,222.0,222.0,0.0045045045045045045,0.2,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634596-A1_en_q_es,es,en,synthetic,EP-4634596-A1,3,0,3,0.0,0.0,inf,inf,0.0,0.9,1.6854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634139-A1_en_q_es,es,en,synthetic,EP-4634139-A1,3,0,3,1.0,0.6257049680303419,1.0,1.0,1.0,0.8,1.8464393446710154,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,WO-2025153617-A3_de_q_en,en,de,synthetic,WO-2025153617-A3,3,0,3,0.0,0.0,inf,inf,0.0,0.2,0.7219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634251-A1_en_q_es,es,en,synthetic,EP-4634251-A1,3,0,3,0.0,0.0,540.0,540.0,0.001851851851851852,0.9,1.1567796494470395,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634426-A1_en_q_es,es,en,synthetic,EP-4634426-A1,3,0,3,0.0,0.0,38.0,38.0,0.02631578947368421,1.0,1.721928094887362,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.0,0.0,0.0,0.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634729-A1_en_q_de,de,en,synthetic,EP-4634729-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.5,1.7609640474436812,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4626569-A1_de_q_en,en,de,synthetic,EP-4626569-A1,2,0,2,0.0,0.0,448.0,448.0,0.002232142857142857,0.5,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634394-A2_en_q_es,es,en,synthetic,EP-4634394-A2,2,0,2,0.0,0.0,13.0,13.0,0.07692307692307693,0.7,1.5709505944546684,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634424-A1_en_q_es,es,en,synthetic,EP-4634424-A1,2,0,2,0.0,0.0,inf,inf,0.0,1.0,0.8812908992306927,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633602-A1_en_q_de,de,en,synthetic,EP-4633602-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.9,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634337-A1_en_q_en,en,en,original,EP-4634337-A1,2,1,1,0.0,0.0,172.0,inf,0.0,0.1,0.4689955935892812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634128-A1_en_q_en,en,en,original,EP-4634128-A1,2,1,1,0.0,0.0,972.0,inf,0.0,0.3,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633896-A1_en_q_en,en,en,original,EP-4633896-A1,2,1,1,0.5,0.38685280723454163,2.0,473.0,0.0021141649048625794,0.4,1.7709505944546686,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,WO-2025215091-A1_fr_q_fr,fr,fr,original,WO-2025215091-A1,2,1,1,0.0,0.0,36.0,92.0,0.010869565217391304,0.4,0.9709505944546686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633599-A1_fr_q_fr,fr,fr,original,EP-4633599-A1,2,1,1,0.0,0.0,inf,inf,0.0,0.7,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633656-A1_fr_q_fr,fr,fr,original,EP-4633656-A1,2,1,1,0.16666666666666666,0.21840743681816419,6.0,14.0,0.07142857142857142,0.5,1.360964047443681,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,WO-2025208167-A1_de_q_de,de,de,original,WO-2025208167-A1,2,1,1,0.0,0.0,138.0,162.0,0.006172839506172839,0.7,1.4854752972273344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634396-A1_fr_q_fr,fr,fr,original,EP-4634396-A1,2,1,1,1.0,1.0,1.0,1.0,1.0,0.6,1.360964047443681,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633893-A1_fr_q_fr,fr,fr,original,EP-4633893-A1,2,1,1,0.0,0.0,24.0,100.0,0.01,1.0,1.360964047443681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633462-A1_en_q_en,en,en,original,EP-4633462-A1,2,1,1,1.0,0.6131471927654584,1.0,705.0,0.0014184397163120568,0.1,0.4689955935892812,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633386-A1_en_q_en,en,en,original,EP-4633386-A1,2,1,1,0.0,0.0,565.0,608.0,0.001644736842105263,0.4,1.5709505944546687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633970-A1_fr_q_fr,fr,fr,original,EP-4633970-A1,2,1,1,0.0,0.0,32.0,inf,0.0,0.4,0.9709505944546686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633415-A1_en_q_en,en,en,original,EP-4633415-A1,2,1,1,0.14285714285714285,0.20438239758848611,7.0,66.0,0.015151515151515152,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633415-A1_en_q_de,de,en,synthetic,EP-4633415-A1,2,0,2,0.0,0.0,165.0,165.0,0.006060606060606061,0.2,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633415-A1_fr_q_fr,fr,fr,original,EP-4633415-A1,2,1,1,0.0,0.0,inf,inf,0.0,0.9,0.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633415-A1_en_q_es,es,en,synthetic,EP-4633415-A1,2,0,2,0.0,0.0,68.0,68.0,0.014705882352941176,0.7,1.8464393446710154,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633950-A1_en_q_en,en,en,original,EP-4633950-A1,2,1,1,0.0,0.0,175.0,175.0,0.005714285714285714,0.1,0.4689955935892812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633950-A1_en_q_de,de,en,synthetic,EP-4633950-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.3,1.1567796494470395,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633950-A1_fr_q_fr,fr,fr,original,EP-4633950-A1,2,1,1,0.0,0.0,inf,inf,0.0,1.0,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633950-A1_en_q_es,es,en,synthetic,EP-4633950-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.9,0.4689955935892812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634629-A1_en_q_en,en,en,original,EP-4634629-A1,3,1,2,0.0,0.0,235.0,273.0,0.003663003663003663,0.3,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634629-A1_de_q_de,de,de,original,EP-4634629-A1,3,1,2,0.0,0.0,15.0,282.0,0.0035460992907801418,0.3,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634629-A1_fr_q_fr,fr,fr,original,EP-4634629-A1,3,1,2,0.14285714285714285,0.15642624200758548,7.0,7.0,0.14285714285714285,0.7,1.8464393446710154,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634629-A1_en_q_es,es,en,synthetic,EP-4634629-A1,3,0,3,0.0,0.0,671.0,671.0,0.0014903129657228018,0.9,1.7609640474436812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633582-A1_en_q_es,es,en,synthetic,EP-4633582-A1,2,0,2,0.0,0.0,285.0,285.0,0.0035087719298245615,0.7,1.5709505944546684,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4634165-A1_en_q_es,es,en,synthetic,EP-4634165-A1,2,0,2,0.14285714285714285,0.20438239758848611,7.0,7.0,0.14285714285714285,0.8,0.7219280948873623,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.5,0.5,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,SapBERT,EP-4633677-A1_en_q_de,de,en,synthetic,EP-4633677-A1,2,0,2,0.0,0.0,33.0,33.0,0.030303030303030304,1.0,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.0,0.0,0.0,0.0,1.0,1.0
